Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            4.26          0.00             0.00             4.26               142.05   
0.10            0.00          0.05             0.00             0.15               142.20   
0.03            0.00          0.02             0.00             0.05               142.25   
0.02            0.00          0.03             0.00             0.05               142.30   
0.02            0.00          0.02             0.00             0.04               142.34   
0.02            0.00          0.02             0.00             0.04               142.38   
0.02            0.00          0.02             0.00             0.04               142.42   
0.02            0.00          0.02             0.00             0.04               142.46   
0.02            0.00          0.02             0.00             0.04               142.50   
0.02            0.00          0.00             0.00             0.02               142.52   
0.01            0.00          0.00             0.00             0.01               142.53   
0.02            0.00          0.00             0.00             0.02               142.55   
0.02            0.00          0.00             0.00             0.02               142.57   
0.02            0.00          0.00             0.00             0.02               142.59   
0.02            0.00          0.00             0.00             0.02               142.61   
0.02            0.00          0.00             0.00             0.02               142.63   
0.02            0.00          0.00             0.00             0.02               142.65   
0.02            0.00          0.00             0.00             0.02               142.67   
0.02            0.00          0.00             0.00             0.02               142.69   
0.02            0.00          0.00             0.00             0.02               142.71   
0.02            0.00          0.00             0.00             0.02               142.73   
0.00            0.00          0.00             1.47             1.47               144.20   
