NumberStatement	NumberMCI	NumberRRI	MCISolvingRoundAverage	TotalTimeAverage	MCILabelsTimeAverage	MCIOperationsTimeAverage	RRIOperationsTimeAverage	RRIILPSolvingTimeAverage
1	2	2	12	4.37	2.77	0.33	0.03	1.23
1	15	15	28	11.69	9.24	0.99	0.19	1.26
1	2	2	12	4.37	2.81	0.33	0.03	1.21
1	2	2	12	4.29	2.72	0.33	0.03	1.22
1	12	12	20	5.54	3.54	0.57	0.15	1.28
2	14	14	32	10.18	7.82	0.92	0.18	1.26
1	2	2	12	4.83	3.28	0.32	0.03	1.20
2	14	14	32	9.52	7.17	0.92	0.18	1.24
1	9	9	32	7.89	5.61	0.94	0.10	1.24
2	8	8	20	7.33	5.40	0.58	0.10	1.25
