SingleRound,AllRound,WholeTime
0.0340,0.0340,1.0725
0.0285,0.0624,1.0725
0.0247,0.0871,1.0725
0.0308,0.1179,1.0725
0.0308,0.1487,1.0725
0.0739,0.2226,1.0725
0.0987,0.3213,1.0725
