SingleRound,AllRound,WholeTime
0.0319,0.0319,1.1087
0.0264,0.0582,1.1087
0.0244,0.0826,1.1087
0.0342,0.1168,1.1087
0.0255,0.1423,1.1087
0.0333,0.1756,1.1087
0.0308,0.2064,1.1087
0.0225,0.2290,1.1087
0.0883,0.3173,1.1087
