SingleRound,AllRound,WholeTime
0.0330,0.0330,1.2489
0.0272,0.0602,1.2489
0.0250,0.0852,1.2489
0.0332,0.1184,1.2489
0.0264,0.1448,1.2489
0.0340,0.1789,1.2489
0.0452,0.2240,1.2489
0.0232,0.2473,1.2489
0.0672,0.3145,1.2489
