SingleRound,AllRound,WholeTime
0.0333,0.0333,1.4962
0.0276,0.0609,1.4962
0.0257,0.0866,1.4962
0.0355,0.1221,1.4962
0.0267,0.1488,1.4962
0.0428,0.1916,1.4962
0.0742,0.2658,1.4962
0.1195,0.3853,1.4962
0.1164,0.5017,1.4962
