SingleRound,AllRound,WholeTime
0.0297,0.0297,1.0163
0.0246,0.0543,1.0163
0.0238,0.0781,1.0163
0.0235,0.1016,1.0163
0.0253,0.1269,1.0163
0.0228,0.1497,1.0163
0.0232,0.1729,1.0163
0.0234,0.1963,1.0163
0.0531,0.2494,1.0163
