Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            1337.71        0.00             0.00             1337.71            27368.42 
2.38            0.00          0.34             0.00             2.72               27371.14 
0.03            0.00          0.26             0.00             0.29               27371.43 
0.04            0.00          0.06             0.00             0.10               27371.53 
0.02            0.00          0.27             0.00             0.29               27371.82 
0.04            0.00          0.05             0.00             0.09               27371.91 
0.03            0.00          0.04             0.00             0.07               27371.98 
0.02            0.00          0.27             0.00             0.29               27372.27 
0.03            0.00          0.05             0.00             0.08               27372.35 
0.02            0.00          0.27             0.00             0.29               27372.64 
0.03            0.00          0.05             0.00             0.08               27372.72 
0.03            0.00          0.05             0.00             0.08               27372.80 
0.02            0.00          0.27             0.00             0.29               27373.09 
0.02            0.00          0.26             0.00             0.28               27373.37 
0.03            0.00          0.05             0.00             0.08               27373.45 
0.03            0.00          0.05             0.00             0.08               27373.53 
0.02            0.00          0.27             0.00             0.29               27373.82 
0.02            0.00          0.25             0.00             0.27               27374.09 
0.02            0.00          0.25             0.00             0.27               27374.36 
0.02            0.00          0.30             0.00             0.32               27374.68 
0.04            0.00          0.05             0.00             0.09               27374.77 
0.02            0.00          0.30             0.00             0.32               27375.09 
0.03            0.00          0.05             0.00             0.08               27375.17 
0.03            0.00          0.05             0.00             0.08               27375.25 
0.02            0.00          0.27             0.00             0.29               27375.54 
0.02            0.00          0.25             0.00             0.27               27375.81 
0.04            0.00          0.05             0.00             0.09               27375.90 
0.02            0.00          0.26             0.00             0.28               27376.18 
0.02            0.00          0.25             0.00             0.27               27376.45 
0.03            0.00          0.05             0.00             0.08               27376.53 
0.02            0.00          0.01             0.00             0.03               27376.56 
0.02            0.00          0.01             0.00             0.03               27376.59 
0.02            0.00          0.01             0.00             0.03               27376.62 
0.01            0.00          0.26             0.00             0.27               27376.89 
0.02            0.00          0.01             0.00             0.03               27376.92 
0.01            0.00          0.25             0.00             0.26               27377.18 
0.02            0.00          0.01             0.00             0.03               27377.21 
0.02            0.00          0.01             0.00             0.03               27377.24 
0.02            0.00          0.01             0.00             0.03               27377.27 
0.01            0.00          0.01             0.00             0.02               27377.29 
0.02            0.00          0.01             0.00             0.03               27377.32 
0.02            0.00          0.00             0.00             0.02               27377.34 
0.02            0.00          0.01             0.00             0.03               27377.37 
0.01            0.00          0.00             0.00             0.01               27377.38 
0.03            0.00          0.00             0.00             0.03               27377.41 
0.02            0.00          0.01             0.00             0.03               27377.44 
0.03            0.00          0.06             0.00             0.09               27377.53 
0.01            0.00          0.00             0.00             0.01               27377.54 
0.01            0.00          0.04             0.00             0.05               27377.59 
0.02            0.00          0.00             0.00             0.02               27377.61 
0.01            0.00          0.00             0.00             0.01               27377.62 
0.01            0.00          0.00             0.00             0.01               27377.63 
0.01            0.00          0.00             0.00             0.01               27377.64 
0.01            0.00          0.00             0.00             0.01               27377.65 
0.01            0.00          0.00             0.00             0.01               27377.66 
0.01            0.00          0.00             0.00             0.01               27377.67 
0.02            0.00          0.00             0.00             0.02               27377.69 
0.01            0.00          0.00             0.00             0.01               27377.70 
0.01            0.00          0.00             0.00             0.01               27377.71 
0.02            0.00          0.01             0.00             0.03               27377.74 
0.02            0.00          0.01             0.00             0.03               27377.77 
0.01            0.00          0.01             0.00             0.02               27377.79 
0.01            0.00          0.01             0.00             0.02               27377.81 
0.01            0.00          0.00             0.00             0.01               27377.82 
0.02            0.00          0.01             0.00             0.03               27377.85 
0.02            0.00          0.01             0.00             0.03               27377.88 
0.01            0.00          0.31             0.00             0.32               27378.20 
0.02            0.00          0.24             0.00             0.26               27378.46 
0.03            0.00          0.01             0.00             0.04               27378.50 
0.01            0.00          0.01             0.00             0.02               27378.52 
0.01            0.00          0.00             0.00             0.01               27378.53 
0.02            0.00          0.00             0.00             0.02               27378.55 
0.02            0.00          0.01             0.00             0.03               27378.58 
0.01            0.00          0.01             0.00             0.02               27378.60 
0.01            0.00          0.00             0.00             0.01               27378.61 
0.03            0.00          0.05             0.00             0.08               27378.69 
0.02            0.00          0.01             0.00             0.03               27378.72 
0.01            0.00          0.00             0.00             0.01               27378.73 
0.01            0.00          0.00             0.00             0.01               27378.74 
0.01            0.00          0.04             0.00             0.05               27378.79 
0.01            0.00          0.00             0.00             0.01               27378.80 
0.01            0.00          0.00             0.00             0.01               27378.81 
0.01            0.00          0.00             0.00             0.01               27378.82 
0.01            0.00          0.00             0.00             0.01               27378.83 
0.01            0.00          0.00             0.00             0.01               27378.84 
0.01            0.00          0.00             0.00             0.01               27378.85 
0.02            0.00          0.01             0.00             0.03               27378.88 
0.01            0.00          0.00             0.00             0.01               27378.89 
0.02            0.00          0.01             0.00             0.03               27378.92 
0.02            0.00          0.00             0.00             0.02               27378.94 
0.01            0.00          0.00             0.00             0.01               27378.95 
0.01            0.00          0.00             0.00             0.01               27378.96 
0.01            0.00          0.00             0.00             0.01               27378.97 
0.01            0.00          0.01             0.00             0.02               27378.99 
0.01            0.00          0.00             0.00             0.01               27379.00 
0.02            0.00          0.04             0.00             0.06               27379.06 
0.01            0.00          0.04             0.00             0.05               27379.11 
0.02            0.00          0.00             0.00             0.02               27379.13 
0.01            0.00          0.00             0.00             0.01               27379.14 
0.02            0.00          0.01             0.00             0.03               27379.17 
0.01            0.00          0.31             0.00             0.32               27379.49 
0.02            0.00          0.26             0.00             0.28               27379.77 
0.02            0.00          0.01             0.00             0.03               27379.80 
0.02            0.00          0.00             0.00             0.02               27379.82 
0.02            0.00          0.01             0.00             0.03               27379.85 
0.02            0.00          0.01             0.00             0.03               27379.88 
0.01            0.00          0.01             0.00             0.02               27379.90 
0.01            0.00          0.00             0.00             0.01               27379.91 
0.01            0.00          0.01             0.00             0.02               27379.93 
0.02            0.00          0.00             0.00             0.02               27379.95 
0.01            0.00          0.00             0.00             0.01               27379.96 
0.01            0.00          0.00             0.00             0.01               27379.97 
0.01            0.00          0.01             0.00             0.02               27379.99 
0.01            0.00          0.00             0.00             0.01               27380.00 
0.02            0.00          0.00             0.00             0.02               27380.02 
0.01            0.00          0.00             0.00             0.01               27380.03 
0.02            0.00          0.05             0.00             0.07               27380.10 
0.01            0.00          0.00             0.00             0.01               27380.11 
0.01            0.00          0.04             0.00             0.05               27380.16 
0.01            0.00          0.00             0.00             0.01               27380.17 
0.01            0.00          0.00             0.00             0.01               27380.18 
0.01            0.00          0.00             0.00             0.01               27380.19 
0.01            0.00          0.00             0.00             0.01               27380.20 
0.01            0.00          0.30             0.00             0.31               27380.51 
0.02            0.00          0.01             0.00             0.03               27380.54 
0.02            0.00          0.00             0.00             0.02               27380.56 
0.01            0.00          0.01             0.00             0.02               27380.58 
0.01            0.00          0.01             0.00             0.02               27380.60 
0.01            0.00          0.01             0.00             0.02               27380.62 
0.02            0.00          0.01             0.00             0.03               27380.65 
0.01            0.00          0.25             0.00             0.26               27380.91 
0.02            0.00          0.01             0.00             0.03               27380.94 
0.02            0.00          0.01             0.00             0.03               27380.97 
0.02            0.00          0.01             0.00             0.03               27381.00 
0.02            0.00          0.05             0.00             0.07               27381.07 
0.01            0.00          0.01             0.00             0.02               27381.09 
0.01            0.00          0.00             0.00             0.01               27381.10 
0.01            0.00          0.00             0.00             0.01               27381.11 
0.01            0.00          0.00             0.00             0.01               27381.12 
0.01            0.00          0.00             0.00             0.01               27381.13 
0.01            0.00          0.00             0.00             0.01               27381.14 
0.01            0.00          0.04             0.00             0.05               27381.19 
0.01            0.00          0.00             0.00             0.01               27381.20 
0.01            0.00          0.00             0.00             0.01               27381.21 
0.01            0.00          0.00             0.00             0.01               27381.22 
0.03            0.00          0.01             0.00             0.04               27381.26 
0.01            0.00          0.01             0.00             0.02               27381.28 
0.01            0.00          0.00             0.00             0.01               27381.29 
0.03            0.00          0.04             0.00             0.07               27381.36 
0.01            0.00          0.00             0.00             0.01               27381.37 
0.02            0.00          0.04             0.00             0.06               27381.43 
0.01            0.00          0.01             0.00             0.02               27381.45 
0.01            0.00          0.00             0.00             0.01               27381.46 
0.01            0.00          0.00             0.00             0.01               27381.47 
0.01            0.00          0.00             0.00             0.01               27381.48 
0.01            0.00          0.00             0.00             0.01               27381.49 
0.01            0.00          0.01             0.00             0.02               27381.51 
0.01            0.00          0.30             0.00             0.31               27381.82 
0.02            0.00          0.24             0.00             0.26               27382.08 
0.02            0.00          0.01             0.00             0.03               27382.11 
0.02            0.00          0.01             0.00             0.03               27382.14 
0.01            0.00          0.00             0.00             0.01               27382.15 
0.02            0.00          0.00             0.00             0.02               27382.17 
0.01            0.00          0.01             0.00             0.02               27382.19 
0.01            0.00          0.00             0.00             0.01               27382.20 
0.02            0.00          0.01             0.00             0.03               27382.23 
0.01            0.00          0.00             0.00             0.01               27382.24 
0.01            0.00          0.27             0.00             0.28               27382.52 
0.02            0.00          0.01             0.00             0.03               27382.55 
0.01            0.00          0.00             0.00             0.01               27382.56 
0.01            0.00          0.01             0.00             0.02               27382.58 
0.01            0.00          0.00             0.00             0.01               27382.59 
0.01            0.00          0.24             0.00             0.25               27382.84 
0.02            0.00          0.01             0.00             0.03               27382.87 
0.02            0.00          0.01             0.00             0.03               27382.90 
0.01            0.00          0.01             0.00             0.02               27382.92 
0.03            0.00          0.05             0.00             0.08               27383.00 
0.02            0.00          0.00             0.00             0.02               27383.02 
0.01            0.00          0.00             0.00             0.01               27383.03 
0.01            0.00          0.04             0.00             0.05               27383.08 
0.01            0.00          0.00             0.00             0.01               27383.09 
0.01            0.00          0.00             0.00             0.01               27383.10 
0.01            0.00          0.00             0.00             0.01               27383.11 
0.01            0.00          0.01             0.00             0.02               27383.13 
0.01            0.00          0.00             0.00             0.01               27383.14 
0.02            0.00          0.04             0.00             0.06               27383.20 
0.01            0.00          0.00             0.00             0.01               27383.21 
0.01            0.00          0.00             0.00             0.01               27383.22 
0.02            0.00          0.00             0.00             0.02               27383.24 
0.01            0.00          0.04             0.00             0.05               27383.29 
0.01            0.00          0.00             0.00             0.01               27383.30 
0.01            0.00          0.00             0.00             0.01               27383.31 
0.02            0.00          0.01             0.00             0.03               27383.34 
0.02            0.00          0.00             0.00             0.02               27383.36 
0.01            0.00          0.01             0.00             0.02               27383.38 
0.01            0.00          0.01             0.00             0.02               27383.40 
0.01            0.00          0.28             0.00             0.29               27383.69 
0.02            0.00          0.24             0.00             0.26               27383.95 
0.02            0.00          0.02             0.00             0.04               27383.99 
0.01            0.00          0.26             0.00             0.27               27384.26 
0.02            0.00          0.01             0.00             0.03               27384.29 
0.02            0.00          0.01             0.00             0.03               27384.32 
0.01            0.00          0.24             0.00             0.25               27384.57 
