SingleRound,AllRound,WholeTime
0.0187,0.0187,237.7311
0.0113,0.0300,237.7311
0.0114,0.0414,237.7311
0.0134,0.0548,237.7311
0.0156,0.0705,237.7311
0.0167,0.0871,237.7311
0.0208,0.1079,237.7311
0.0147,0.1226,237.7311
0.0149,0.1375,237.7311
0.0119,0.1494,237.7311
0.0126,0.1619,237.7311
0.0220,0.1839,237.7311
0.0234,0.2074,237.7311
0.0263,0.2337,237.7311
0.0162,0.2499,237.7311
0.0168,0.2668,237.7311
0.0157,0.2824,237.7311
0.0157,0.2981,237.7311
0.0190,0.3171,237.7311
0.0234,0.3405,237.7311
0.0184,0.3589,237.7311
0.0397,0.3987,237.7311
0.0166,0.4152,237.7311
0.0151,0.4304,237.7311
0.0152,0.4456,237.7311
0.0158,0.4614,237.7311
0.0162,0.4776,237.7311
0.0215,0.4991,237.7311
0.0197,0.5188,237.7311
0.0165,0.5353,237.7311
0.0190,0.5543,237.7311
0.0213,0.5756,237.7311
0.0193,0.5949,237.7311
0.0184,0.6133,237.7311
0.0243,0.6376,237.7311
0.0209,0.6585,237.7311
0.0290,0.6874,237.7311
0.0458,0.7332,237.7311
0.0314,0.7646,237.7311
0.0229,0.7875,237.7311
0.0237,0.8112,237.7311
0.0270,0.8381,237.7311
0.0288,0.8670,237.7311
0.0420,0.9090,237.7311
0.0335,0.9425,237.7311
0.0596,1.0021,237.7311
0.0550,1.0571,237.7311
0.0593,1.1164,237.7311
0.0645,1.1808,237.7311
0.1096,1.2904,237.7311
0.0695,1.3599,237.7311
0.0431,1.4031,237.7311
0.0330,1.4361,237.7311
0.0330,1.4691,237.7311
0.0338,1.5029,237.7311
0.0383,1.5412,237.7311
0.0410,1.5822,237.7311
0.0401,1.6223,237.7311
0.0420,1.6643,237.7311
0.0427,1.7070,237.7311
0.0466,1.7536,237.7311
0.0438,1.7973,237.7311
0.0517,1.8491,237.7311
0.0402,1.8893,237.7311
0.0530,1.9423,237.7311
0.0419,1.9842,237.7311
0.0431,2.0273,237.7311
0.0429,2.0702,237.7311
0.0438,2.1140,237.7311
0.0557,2.1697,237.7311
0.0464,2.2161,237.7311
0.0470,2.2631,237.7311
0.0477,2.3108,237.7311
0.0483,2.3591,237.7311
0.0548,2.4139,237.7311
0.0525,2.4664,237.7311
0.0596,2.5260,237.7311
0.0637,2.5896,237.7311
0.0901,2.6797,237.7311
0.1090,2.7887,237.7311
0.1157,2.9045,237.7311
0.1387,3.0432,237.7311
0.2036,3.2468,237.7311
0.5918,3.8386,237.7311
0.2116,4.0502,237.7311
0.1594,4.2097,237.7311
0.1570,4.3666,237.7311
0.1520,4.5187,237.7311
0.1592,4.6779,237.7311
0.1650,4.8429,237.7311
0.1239,4.9668,237.7311
0.1578,5.1246,237.7311
0.1668,5.2914,237.7311
0.1679,5.4593,237.7311
0.1637,5.6230,237.7311
0.1912,5.8142,237.7311
0.1764,5.9906,237.7311
0.1347,6.1253,237.7311
0.1720,6.2973,237.7311
0.1793,6.4766,237.7311
0.1809,6.6575,237.7311
0.1791,6.8365,237.7311
0.2066,7.0432,237.7311
0.2915,7.3347,237.7311
0.2522,7.5869,237.7311
0.4221,8.0090,237.7311
0.2857,8.2948,237.7311
0.2891,8.5838,237.7311
0.3660,8.9498,237.7311
0.4341,9.3839,237.7311
0.4951,9.8790,237.7311
0.2546,10.1336,237.7311
0.3860,10.5196,237.7311
0.3836,10.9032,237.7311
0.4029,11.3061,237.7311
0.4119,11.7180,237.7311
0.5269,12.2448,237.7311
0.5628,12.8077,237.7311
1.5169,14.3246,237.7311
0.4186,14.7432,237.7311
0.5279,15.2711,237.7311
0.5462,15.8172,237.7311
0.4903,16.3076,237.7311
0.4166,16.7241,237.7311
0.5166,17.2407,237.7311
0.4382,17.6789,237.7311
1.4186,19.0975,237.7311
0.5468,19.6442,237.7311
0.4987,20.1429,237.7311
0.6569,20.7998,237.7311
0.5527,21.3525,237.7311
0.7238,22.0763,237.7311
0.5212,22.5975,237.7311
0.3451,22.9427,237.7311
0.3714,23.3140,237.7311
0.3743,23.6883,237.7311
0.4063,24.0946,237.7311
0.3918,24.4865,237.7311
0.3844,24.8709,237.7311
0.5268,25.3977,237.7311
0.4327,25.8304,237.7311
0.5113,26.3417,237.7311
0.4151,26.7569,237.7311
0.4105,27.1673,237.7311
0.4145,27.5818,237.7311
0.4055,27.9873,237.7311
0.4088,28.3962,237.7311
0.3549,28.7511,237.7311
0.7158,29.4669,237.7311
0.6412,30.1082,237.7311
0.7377,30.8459,237.7311
0.6064,31.4523,237.7311
0.8734,32.3257,237.7311
1.0700,33.3957,237.7311
0.4283,33.8240,237.7311
1.4772,35.3012,237.7311
0.4836,35.7848,237.7311
0.5214,36.3062,237.7311
0.5634,36.8696,237.7311
0.5897,37.4593,237.7311
0.6886,38.1480,237.7311
0.9959,39.1439,237.7311
3.0766,42.2205,237.7311
2.8752,45.0957,237.7311
1.0477,46.1434,237.7311
1.0940,47.2374,237.7311
1.0048,48.2422,237.7311
1.0695,49.3117,237.7311
1.1634,50.4751,237.7311
1.0389,51.5140,237.7311
0.8153,52.3294,237.7311
1.2541,53.5834,237.7311
1.2064,54.7898,237.7311
1.1256,55.9154,237.7311
1.1034,57.0188,237.7311
1.0018,58.0206,237.7311
1.0716,59.0922,237.7311
0.9664,60.0586,237.7311
1.1307,61.1893,237.7311
1.1108,62.3000,237.7311
1.1194,63.4194,237.7311
1.1054,64.5248,237.7311
1.1602,65.6851,237.7311
0.9379,66.6229,237.7311
0.6725,67.2955,237.7311
2.0137,69.3092,237.7311
1.9144,71.2236,237.7311
1.1160,72.3395,237.7311
1.1898,73.5294,237.7311
2.5661,76.0955,237.7311
1.5982,77.6937,237.7311
0.8050,78.4987,237.7311
3.6073,82.1059,237.7311
4.3830,86.4889,237.7311
4.1253,90.6143,237.7311
1.3688,91.9830,237.7311
1.1995,93.1825,237.7311
0.9208,94.1033,237.7311
0.9911,95.0944,237.7311
0.9029,95.9973,237.7311
0.9393,96.9366,237.7311
0.8454,97.7820,237.7311
0.9574,98.7394,237.7311
1.0010,99.7404,237.7311
1.0493,100.7897,237.7311
1.1211,101.9108,237.7311
1.1369,103.0477,237.7311
1.1853,104.2330,237.7311
3.6982,107.9312,237.7311
1.1774,109.1086,237.7311
1.1669,110.2756,237.7311
1.2078,111.4834,237.7311
1.2343,112.7177,237.7311
1.2310,113.9486,237.7311
1.2174,115.1660,237.7311
1.1344,116.3004,237.7311
3.8653,120.1657,237.7311
6.1444,126.3101,237.7311
3.0842,129.3943,237.7311
3.2023,132.5966,237.7311
4.9040,137.5006,237.7311
3.0622,140.5628,237.7311
0.4927,141.0554,237.7311
3.7604,144.8158,237.7311
3.8606,148.6764,237.7311
3.5418,152.2181,237.7311
1.4852,153.7033,237.7311
1.4760,155.1793,237.7311
1.5025,156.6818,237.7311
1.5395,158.2213,237.7311
1.5185,159.7397,237.7311
2.0436,161.7834,237.7311
0.7871,162.5705,237.7311
5.4845,168.0551,237.7311
1.6042,169.6592,237.7311
1.6456,171.3048,237.7311
1.7704,173.0752,237.7311
1.8480,174.9232,237.7311
1.8988,176.8219,237.7311
2.3452,179.1671,237.7311
6.3546,185.5218,237.7311
8.3102,193.8319,237.7311
8.5425,202.3744,237.7311
2.1528,204.5272,237.7311
4.4093,208.9365,237.7311
4.3769,213.3133,237.7311
5.6559,218.9693,237.7311
2.4137,221.3830,237.7311
2.4542,223.8372,237.7311
3.7578,227.5950,237.7311
3.5056,231.1006,237.7311
2.7045,233.8052,237.7311
2.8016,236.6068,237.7311
