Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            31.87         0.00             0.00             31.87              804.20   
0.33            0.00          0.09             0.00             0.42               804.62   
0.06            0.00          0.06             0.00             0.12               804.74   
0.04            0.00          0.06             0.00             0.10               804.84   
0.03            0.00          0.05             0.00             0.08               804.92   
0.03            0.00          0.05             0.00             0.08               805.00   
0.04            0.00          0.04             0.00             0.08               805.08   
0.03            0.00          0.04             0.00             0.07               805.15   
0.02            0.00          0.04             0.00             0.06               805.21   
0.03            0.00          0.03             0.00             0.06               805.27   
0.02            0.00          0.07             0.00             0.09               805.36   
0.04            0.00          0.06             0.00             0.10               805.46   
0.03            0.00          0.03             0.00             0.06               805.52   
0.03            0.00          0.04             0.00             0.07               805.59   
0.03            0.00          0.03             0.00             0.06               805.65   
0.04            0.00          0.04             0.00             0.08               805.73   
0.03            0.00          0.03             0.00             0.06               805.79   
0.03            0.00          0.02             0.00             0.05               805.84   
0.03            0.00          0.02             0.00             0.05               805.89   
0.03            0.00          0.02             0.00             0.05               805.94   
0.03            0.00          0.03             0.00             0.06               806.00   
0.04            0.00          0.01             0.00             0.05               806.05   
0.03            0.00          0.02             0.00             0.05               806.10   
0.03            0.00          0.01             0.00             0.04               806.14   
0.02            0.00          0.02             0.00             0.04               806.18   
0.03            0.00          0.02             0.00             0.05               806.23   
0.03            0.00          0.02             0.00             0.05               806.28   
0.03            0.00          0.02             0.00             0.05               806.33   
0.03            0.00          0.01             0.00             0.04               806.37   
0.03            0.00          0.01             0.00             0.04               806.41   
0.02            0.00          0.02             0.00             0.04               806.45   
0.02            0.00          0.01             0.00             0.03               806.48   
0.03            0.00          0.01             0.00             0.04               806.52   
0.03            0.00          0.00             0.00             0.03               806.55   
0.03            0.00          0.00             0.00             0.03               806.58   
0.03            0.00          0.01             0.00             0.04               806.62   
0.03            0.00          0.00             0.00             0.03               806.65   
0.00            0.00          0.00             0.59             0.59               807.24   
