SingleRound,AllRound,WholeTime
0.0056,0.0056,1.5498
0.0025,0.0080,1.5498
0.0059,0.0139,1.5498
0.0039,0.0178,1.5498
0.0014,0.0192,1.5498
0.0010,0.0202,1.5498
0.0159,0.0361,1.5498
0.0015,0.0376,1.5498
0.0197,0.0573,1.5498
