SingleRound,AllRound,WholeTime
0.0022,0.0022,1.4706
0.0036,0.0058,1.4706
0.0014,0.0073,1.4706
0.0014,0.0087,1.4706
0.0021,0.0107,1.4706
0.0013,0.0120,1.4706
0.0121,0.0241,1.4706
0.0014,0.0255,1.4706
0.0353,0.0608,1.4706
