SingleRound,AllRound,WholeTime
0.0055,0.0055,1.9230
0.0027,0.0081,1.9230
0.0061,0.0142,1.9230
0.0021,0.0164,1.9230
0.0034,0.0198,1.9230
0.0441,0.0639,1.9230
0.0527,0.1166,1.9230
0.0589,0.1755,1.9230
0.0467,0.2222,1.9230
