SingleRound,AllRound,WholeTime
0.0030,0.0030,1.5122
0.0018,0.0048,1.5122
0.0060,0.0108,1.5122
0.0038,0.0147,1.5122
0.0020,0.0166,1.5122
0.0017,0.0184,1.5122
0.0097,0.0281,1.5122
0.0239,0.0520,1.5122
