Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            23.04         0.00             0.00             23.04              23.04    
0.02            0.00          0.00             0.00             1.50               24.54    
0.02            0.00          0.00             0.00             0.12               24.66    
0.01            0.00          0.00             0.00             0.61               25.27    
0.01            0.00          0.00             0.00             0.08               25.35    
0.01            0.00          0.00             0.00             0.05               25.40    
0.01            0.00          0.00             0.00             0.07               25.47    
0.02            0.00          0.00             0.00             0.06               25.53    
0.01            0.00          0.00             0.00             0.06               25.59    
0.04            0.00          0.00             0.54             0.58               26.17    
