Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            73.30         0.00             0.00             73.30              73.30    
0.01            0.00          0.00             0.00             0.70               74.00    
0.01            0.00          0.00             0.00             0.05               74.05    
0.01            0.00          0.00             0.00             0.03               74.08    
0.01            0.00          0.00             0.00             0.03               74.11    
0.02            0.00          0.00             0.00             0.06               74.17    
0.01            0.00          0.00             0.00             0.09               74.26    
0.02            0.00          0.00             0.00             0.18               74.44    
0.01            0.00          0.00             0.00             0.06               74.50    
0.02            0.00          0.00             0.00             0.04               74.54    
0.03            0.00          0.00             0.00             0.23               74.77    
0.04            0.00          0.00             0.00             0.17               74.94    
0.02            0.00          0.00             0.00             0.04               74.98    
0.01            0.00          0.00             0.00             0.03               75.01    
0.02            0.00          0.00             0.00             0.02               75.03    
0.01            0.00          0.00             0.00             0.05               75.08    
0.02            0.00          0.00             0.00             0.02               75.10    
0.02            0.00          0.00             0.00             0.02               75.12    
0.02            0.00          0.00             0.00             0.02               75.14    
0.00            0.00          0.00             0.00             0.02               75.16    
0.02            0.00          0.00             0.00             0.02               75.18    
0.02            0.00          0.00             0.00             0.02               75.20    
0.02            0.00          0.00             0.00             0.02               75.22    
0.01            0.00          0.00             0.00             0.04               75.26    
0.01            0.00          0.00             0.00             0.03               75.29    
0.01            0.00          0.00             0.00             0.03               75.32    
0.02            0.00          0.00             0.00             0.02               75.34    
0.01            0.00          0.00             0.00             0.05               75.39    
0.00            0.00          0.00             0.00             0.02               75.41    
0.01            0.00          0.00             0.00             0.03               75.44    
0.02            0.00          0.00             0.00             0.02               75.46    
0.01            0.00          0.00             0.00             0.12               75.58    
0.02            0.00          0.00             0.00             0.02               75.60    
0.01            0.00          0.00             0.00             0.08               75.68    
0.02            0.00          0.00             0.00             0.04               75.72    
0.01            0.00          0.00             0.00             0.03               75.75    
0.02            0.00          0.00             0.00             0.02               75.77    
0.02            0.00          0.00             0.00             0.02               75.79    
0.02            0.00          0.00             0.00             0.02               75.81    
0.02            0.00          0.00             0.00             0.05               75.86    
0.02            0.00          0.00             0.00             0.02               75.88    
0.02            0.00          0.00             0.00             0.04               75.92    
0.02            0.00          0.00             0.00             0.02               75.94    
0.02            0.00          0.00             0.00             0.02               75.96    
0.00            0.00          0.00             0.00             0.03               75.99    
0.02            0.00          0.00             0.00             0.02               76.01    
0.01            0.00          0.00             0.00             0.03               76.04    
0.01            0.00          0.00             0.00             0.03               76.07    
0.02            0.00          0.00             0.00             0.02               76.09    
0.01            0.00          0.00             0.00             0.03               76.12    
0.01            0.00          0.00             0.00             0.05               76.17    
0.01            0.00          0.00             0.00             0.09               76.26    
0.04            0.00          0.00             0.00             0.07               76.33    
0.02            0.00          0.00             0.00             0.02               76.35    
0.02            0.00          0.00             0.00             0.02               76.37    
0.02            0.00          0.00             0.00             0.02               76.39    
0.01            0.00          0.00             0.00             0.06               76.45    
0.02            0.00          0.00             0.00             0.02               76.47    
0.00            0.00          0.00             0.00             0.02               76.49    
0.00            0.00          0.00             0.00             0.02               76.51    
0.02            0.00          0.00             0.00             0.02               76.53    
0.01            0.00          0.00             0.00             0.05               76.58    
0.02            0.00          0.00             0.00             0.02               76.60    
0.02            0.00          0.00             0.00             0.02               76.62    
0.02            0.00          0.00             0.00             0.02               76.64    
0.02            0.00          0.00             0.00             0.02               76.66    
0.02            0.00          0.00             0.00             0.02               76.68    
0.02            0.00          0.00             0.00             0.02               76.70    
0.01            0.00          0.00             0.00             0.03               76.73    
0.02            0.00          0.00             0.00             0.02               76.75    
0.02            0.00          0.00             0.00             0.02               76.77    
0.02            0.00          0.00             0.00             0.02               76.79    
0.00            0.00          0.00             0.00             0.02               76.81    
0.02            0.00          0.00             0.00             0.02               76.83    
0.02            0.00          0.00             0.00             0.02               76.85    
0.02            0.00          0.00             0.00             0.02               76.87    
0.00            0.00          0.00             0.35             0.35               77.22    
