SingleRound,AllRound,WholeTime
0.0021,0.0021,0.5622
0.0044,0.0065,0.5622
0.0055,0.0120,0.5622
0.0074,0.0194,0.5622
0.0013,0.0207,0.5622
0.0045,0.0252,0.5622
0.0352,0.0604,0.5622
0.0016,0.0620,0.5622
0.0218,0.0839,0.5622
