SingleRound,AllRound,WholeTime
0.0059,0.0059,0.5777
0.0084,0.0143,0.5777
0.0019,0.0162,0.5777
0.0103,0.0265,0.5777
0.0013,0.0278,0.5777
0.0105,0.0383,0.5777
0.0181,0.0564,0.5777
0.0253,0.0817,0.5777
0.0218,0.1035,0.5777
