SingleRound,AllRound,WholeTime
0.0069,0.0069,0.7653
0.0032,0.0101,0.7653
0.0051,0.0152,0.7653
0.0017,0.0169,0.7653
0.0040,0.0209,0.7653
0.0475,0.0683,0.7653
0.0541,0.1224,0.7653
0.0596,0.1820,0.7653
0.0523,0.2342,0.7653
