SingleRound,AllRound,WholeTime
0.0061,0.0061,0.4555
0.0035,0.0096,0.4555
0.0026,0.0122,0.4555
0.0027,0.0149,0.4555
0.0020,0.0169,0.4555
0.0020,0.0189,0.4555
0.0023,0.0212,0.4555
0.0037,0.0249,0.4555
0.0096,0.0344,0.4555
