SingleRound,AllRound,WholeTime
0.0042,0.0042,0.5652
0.0024,0.0066,0.5652
0.0015,0.0081,0.5652
0.0015,0.0097,0.5652
0.0024,0.0120,0.5652
0.0056,0.0176,0.5652
0.0247,0.0423,0.5652
0.0017,0.0440,0.5652
0.0348,0.0788,0.5652
