SingleRound,AllRound,WholeTime
0.0376,0.0376,511.2994
0.0421,0.0798,511.2994
0.0338,0.1136,511.2994
0.0294,0.1430,511.2994
0.0296,0.1726,511.2994
0.0301,0.2028,511.2994
0.0366,0.2394,511.2994
0.0633,0.3027,511.2994
0.0465,0.3493,511.2994
0.0392,0.3885,511.2994
0.0287,0.4172,511.2994
0.0330,0.4502,511.2994
0.0555,0.5056,511.2994
0.0577,0.5633,511.2994
0.0658,0.6291,511.2994
0.0628,0.6919,511.2994
0.0508,0.7427,511.2994
0.0326,0.7754,511.2994
0.0413,0.8166,511.2994
0.0310,0.8477,511.2994
0.0312,0.8788,511.2994
0.0321,0.9109,511.2994
0.0334,0.9443,511.2994
0.0658,1.0101,511.2994
0.0426,1.0527,511.2994
0.0327,1.0854,511.2994
0.0318,1.1172,511.2994
0.0308,1.1480,511.2994
0.0308,1.1788,511.2994
0.0327,1.2114,511.2994
0.0307,1.2422,511.2994
0.0278,1.2700,511.2994
0.0267,1.2967,511.2994
0.0267,1.3234,511.2994
0.0272,1.3506,511.2994
0.0267,1.3772,511.2994
0.0267,1.4039,511.2994
0.0267,1.4307,511.2994
0.0271,1.4577,511.2994
0.0276,1.4853,511.2994
0.0325,1.5178,511.2994
0.0309,1.5487,511.2994
0.0326,1.5814,511.2994
0.0322,1.6136,511.2994
0.0317,1.6453,511.2994
0.0308,1.6761,511.2994
0.0329,1.7089,511.2994
0.0281,1.7370,511.2994
0.0328,1.7699,511.2994
0.0323,1.8021,511.2994
0.0307,1.8329,511.2994
0.0308,1.8636,511.2994
0.0314,1.8950,511.2994
0.0309,1.9259,511.2994
0.0317,1.9576,511.2994
0.0302,1.9878,511.2994
0.0325,2.0203,511.2994
0.0307,2.0511,511.2994
0.0308,2.0819,511.2994
0.0308,2.1126,511.2994
0.0307,2.1433,511.2994
0.0307,2.1741,511.2994
0.0307,2.2048,511.2994
0.0310,2.2358,511.2994
0.0317,2.2675,511.2994
0.0311,2.2986,511.2994
0.0315,2.3301,511.2994
0.0347,2.3648,511.2994
0.0317,2.3965,511.2994
0.0317,2.4281,511.2994
0.0307,2.4589,511.2994
0.0275,2.4863,511.2994
0.0290,2.5154,511.2994
0.0291,2.5444,511.2994
0.0270,2.5714,511.2994
0.0270,2.5984,511.2994
0.0271,2.6255,511.2994
0.0270,2.6524,511.2994
0.0270,2.6794,511.2994
0.0276,2.7070,511.2994
0.0267,2.7337,511.2994
0.0414,2.7750,511.2994
0.0267,2.8017,511.2994
0.0266,2.8283,511.2994
0.0267,2.8550,511.2994
0.0268,2.8819,511.2994
0.0266,2.9085,511.2994
0.0331,2.9416,511.2994
0.0320,2.9736,511.2994
0.0317,3.0053,511.2994
0.0307,3.0359,511.2994
0.0301,3.0660,511.2994
0.0315,3.0976,511.2994
0.0307,3.1283,511.2994
0.0306,3.1589,511.2994
0.0272,3.1861,511.2994
0.0479,3.2340,511.2994
0.1656,3.3996,511.2994
0.3001,3.6997,511.2994
0.3284,4.0281,511.2994
0.3265,4.3546,511.2994
0.4013,4.7559,511.2994
0.5344,5.2903,511.2994
1.8515,7.1418,511.2994
0.5551,7.6970,511.2994
0.4335,8.1305,511.2994
0.4750,8.6055,511.2994
0.4632,9.0687,511.2994
0.4020,9.4707,511.2994
0.4779,9.9486,511.2994
0.4512,10.3999,511.2994
0.2175,10.6174,511.2994
0.5272,11.1446,511.2994
0.4283,11.5729,511.2994
0.4761,12.0491,511.2994
0.4733,12.5223,511.2994
0.4249,12.9472,511.2994
0.4205,13.3677,511.2994
0.5186,13.8862,511.2994
0.2470,14.1332,511.2994
0.5975,14.7308,511.2994
0.4127,15.1434,511.2994
0.4731,15.6165,511.2994
0.4872,16.1037,511.2994
0.6074,16.7111,511.2994
0.4454,17.1564,511.2994
0.5310,17.6874,511.2994
0.2343,17.9218,511.2994
0.6497,18.5715,511.2994
0.7376,19.3090,511.2994
0.4174,19.7264,511.2994
0.4884,20.2149,511.2994
0.5675,20.7824,511.2994
0.4821,21.2645,511.2994
0.4756,21.7401,511.2994
0.2545,21.9946,511.2994
0.7516,22.7462,511.2994
0.5727,23.3189,511.2994
0.4572,23.7761,511.2994
0.6270,24.4031,511.2994
0.7340,25.1371,511.2994
1.0562,26.1934,511.2994
0.9357,27.1291,511.2994
0.2154,27.3445,511.2994
0.6130,27.9575,511.2994
0.6502,28.6077,511.2994
0.6657,29.2734,511.2994
0.7037,29.9771,511.2994
0.7614,30.7385,511.2994
0.8554,31.5939,511.2994
0.9514,32.5453,511.2994
4.1127,36.6580,511.2994
0.8941,37.5521,511.2994
0.7390,38.2911,511.2994
0.9217,39.2128,511.2994
1.0233,40.2361,511.2994
0.7820,41.0181,511.2994
0.7477,41.7658,511.2994
0.8324,42.5982,511.2994
0.3933,42.9915,511.2994
2.8916,45.8831,511.2994
0.9348,46.8179,511.2994
0.7537,47.5716,511.2994
0.8352,48.4068,511.2994
0.8573,49.2640,511.2994
0.7034,49.9674,511.2994
0.7334,50.7009,511.2994
0.8851,51.5860,511.2994
0.3980,51.9839,511.2994
0.9233,52.9073,511.2994
1.0318,53.9390,511.2994
0.8029,54.7419,511.2994
0.8887,55.6306,511.2994
0.7796,56.4103,511.2994
