SingleRound,AllRound,WholeTime
0.0336,0.0336,9.9956
0.0392,0.0728,9.9956
0.0282,0.1010,9.9956
0.0528,0.1537,9.9956
0.0296,0.1833,9.9956
0.0269,0.2103,9.9956
0.0279,0.2382,9.9956
0.0339,0.2721,9.9956
0.0309,0.3030,9.9956
0.0297,0.3327,9.9956
0.0310,0.3637,9.9956
0.0324,0.3961,9.9956
0.0290,0.4251,9.9956
0.0301,0.4552,9.9956
0.0285,0.4837,9.9956
0.0244,0.5081,9.9956
0.0379,0.5460,9.9956
0.0249,0.5709,9.9956
0.0245,0.5954,9.9956
0.0256,0.6210,9.9956
0.0323,0.6533,9.9956
0.0247,0.6780,9.9956
0.0241,0.7021,9.9956
0.0323,0.7344,9.9956
0.0266,0.7609,9.9956
0.0243,0.7853,9.9956
0.0239,0.8092,9.9956
0.0296,0.8388,9.9956
0.0400,0.8787,9.9956
0.0287,0.9075,9.9956
0.0343,0.9417,9.9956
0.0464,0.9881,9.9956
0.0484,1.0366,9.9956
0.2727,1.3092,9.9956
0.2305,1.5397,9.9956
0.3783,1.9181,9.9956
0.2796,2.1977,9.9956
0.2035,2.4012,9.9956
0.3651,2.7663,9.9956
0.0251,2.7914,9.9956
0.4775,3.2689,9.9956
0.3896,3.6585,9.9956
0.3354,3.9939,9.9956
0.5550,4.5489,9.9956
0.3073,4.8562,9.9956
0.3631,5.2193,9.9956
0.2788,5.4980,9.9956
0.0305,5.5285,9.9956
0.4426,5.9711,9.9956
0.3749,6.3460,9.9956
0.1323,6.4783,9.9956
0.5764,7.0548,9.9956
0.4133,7.4681,9.9956
0.4141,7.8822,9.9956
0.5127,8.3949,9.9956
