Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            1795.05        0.00             0.00             1795.05            37023.63 
3.80            0.00          0.51             0.00             4.31               37027.94 
0.03            0.00          0.40             0.00             0.43               37028.37 
0.05            0.00          0.07             0.00             0.12               37028.49 
0.02            0.00          0.41             0.00             0.43               37028.92 
0.05            0.00          0.06             0.00             0.11               37029.03 
0.03            0.00          0.05             0.00             0.08               37029.11 
0.02            0.00          0.47             0.00             0.49               37029.60 
0.04            0.00          0.06             0.00             0.10               37029.70 
0.02            0.00          0.43             0.00             0.45               37030.15 
0.03            0.00          0.06             0.00             0.09               37030.24 
0.02            0.00          0.43             0.00             0.45               37030.69 
0.04            0.00          0.06             0.00             0.10               37030.79 
0.03            0.00          0.05             0.00             0.08               37030.87 
0.02            0.00          0.43             0.00             0.45               37031.32 
0.02            0.00          0.40             0.00             0.42               37031.74 
0.04            0.00          0.07             0.00             0.11               37031.85 
0.03            0.00          0.05             0.00             0.08               37031.93 
0.03            0.00          0.05             0.00             0.08               37032.01 
0.02            0.00          0.42             0.00             0.44               37032.45 
0.02            0.00          0.40             0.00             0.42               37032.87 
0.02            0.00          0.39             0.00             0.41               37033.28 
0.02            0.00          0.38             0.00             0.40               37033.68 
0.02            0.00          0.44             0.00             0.46               37034.14 
0.04            0.00          0.07             0.00             0.11               37034.25 
0.02            0.00          0.45             0.00             0.47               37034.72 
0.03            0.00          0.05             0.00             0.08               37034.80 
0.04            0.00          0.05             0.00             0.09               37034.89 
0.02            0.00          0.42             0.00             0.44               37035.33 
0.02            0.00          0.40             0.00             0.42               37035.75 
0.04            0.00          0.07             0.00             0.11               37035.86 
0.02            0.00          0.40             0.00             0.42               37036.28 
0.02            0.00          0.40             0.00             0.42               37036.70 
0.04            0.00          0.06             0.00             0.10               37036.80 
0.02            0.00          0.01             0.00             0.03               37036.83 
0.02            0.00          0.01             0.00             0.03               37036.86 
0.02            0.00          0.01             0.00             0.03               37036.89 
0.02            0.00          0.01             0.00             0.03               37036.92 
0.01            0.00          0.41             0.00             0.42               37037.34 
0.02            0.00          0.01             0.00             0.03               37037.37 
0.01            0.00          0.38             0.00             0.39               37037.76 
0.02            0.00          0.01             0.00             0.03               37037.79 
0.02            0.00          0.01             0.00             0.03               37037.82 
0.02            0.00          0.01             0.00             0.03               37037.85 
0.03            0.00          0.01             0.00             0.04               37037.89 
0.02            0.00          0.00             0.00             0.02               37037.91 
0.01            0.00          0.00             0.00             0.01               37037.92 
0.01            0.00          0.01             0.00             0.02               37037.94 
0.01            0.00          0.00             0.00             0.01               37037.95 
0.02            0.00          0.01             0.00             0.03               37037.98 
0.01            0.00          0.00             0.00             0.01               37037.99 
0.01            0.00          0.01             0.00             0.02               37038.01 
0.02            0.00          0.06             0.00             0.08               37038.09 
0.01            0.00          0.00             0.00             0.01               37038.10 
0.01            0.00          0.00             0.00             0.01               37038.11 
0.01            0.00          0.04             0.00             0.05               37038.16 
0.02            0.00          0.01             0.00             0.03               37038.19 
0.01            0.00          0.00             0.00             0.01               37038.20 
0.01            0.00          0.00             0.00             0.01               37038.21 
0.01            0.00          0.00             0.00             0.01               37038.22 
0.01            0.00          0.00             0.00             0.01               37038.23 
0.01            0.00          0.00             0.00             0.01               37038.24 
0.01            0.00          0.00             0.00             0.01               37038.25 
0.01            0.00          0.00             0.00             0.01               37038.26 
0.01            0.00          0.00             0.00             0.01               37038.27 
0.01            0.00          0.00             0.00             0.01               37038.28 
0.01            0.00          0.00             0.00             0.01               37038.29 
0.01            0.00          0.01             0.00             0.02               37038.31 
0.01            0.00          0.00             0.00             0.01               37038.32 
0.01            0.00          0.01             0.00             0.02               37038.34 
0.01            0.00          0.01             0.00             0.02               37038.36 
0.01            0.00          0.00             0.00             0.01               37038.37 
0.01            0.00          0.00             0.00             0.01               37038.38 
0.01            0.00          0.01             0.00             0.02               37038.40 
0.02            0.00          0.00             0.00             0.02               37038.42 
0.01            0.00          0.43             0.00             0.44               37038.86 
0.02            0.00          0.38             0.00             0.40               37039.26 
0.02            0.00          0.01             0.00             0.03               37039.29 
0.02            0.00          0.00             0.00             0.02               37039.31 
0.01            0.00          0.01             0.00             0.02               37039.33 
0.01            0.00          0.01             0.00             0.02               37039.35 
0.01            0.00          0.00             0.00             0.01               37039.36 
0.01            0.00          0.01             0.00             0.02               37039.38 
0.01            0.00          0.01             0.00             0.02               37039.40 
0.01            0.00          0.01             0.00             0.02               37039.42 
0.03            0.00          0.07             0.00             0.10               37039.52 
0.02            0.00          0.00             0.00             0.02               37039.54 
0.01            0.00          0.00             0.00             0.01               37039.55 
0.02            0.00          0.00             0.00             0.02               37039.57 
0.01            0.00          0.04             0.00             0.05               37039.62 
0.01            0.00          0.00             0.00             0.01               37039.63 
0.01            0.00          0.00             0.00             0.01               37039.64 
0.01            0.00          0.00             0.00             0.01               37039.65 
0.01            0.00          0.00             0.00             0.01               37039.66 
0.01            0.00          0.00             0.00             0.01               37039.67 
0.01            0.00          0.00             0.00             0.01               37039.68 
0.01            0.00          0.00             0.00             0.01               37039.69 
0.02            0.00          0.00             0.00             0.02               37039.71 
0.01            0.00          0.01             0.00             0.02               37039.73 
0.01            0.00          0.01             0.00             0.02               37039.75 
0.01            0.00          0.00             0.00             0.01               37039.76 
0.02            0.00          0.00             0.00             0.02               37039.78 
0.01            0.00          0.00             0.00             0.01               37039.79 
0.01            0.00          0.00             0.00             0.01               37039.80 
0.01            0.00          0.00             0.00             0.01               37039.81 
0.01            0.00          0.00             0.00             0.01               37039.82 
0.01            0.00          0.00             0.00             0.01               37039.83 
0.01            0.00          0.00             0.00             0.01               37039.84 
0.01            0.00          0.00             0.00             0.01               37039.85 
0.02            0.00          0.05             0.00             0.07               37039.92 
0.02            0.00          0.05             0.00             0.07               37039.99 
0.01            0.00          0.00             0.00             0.01               37040.00 
0.01            0.00          0.00             0.00             0.01               37040.01 
0.01            0.00          0.01             0.00             0.02               37040.03 
0.01            0.00          0.44             0.00             0.45               37040.48 
0.02            0.00          0.38             0.00             0.40               37040.88 
0.03            0.00          0.01             0.00             0.04               37040.92 
0.02            0.00          0.01             0.00             0.03               37040.95 
0.02            0.00          0.01             0.00             0.03               37040.98 
0.01            0.00          0.01             0.00             0.02               37041.00 
0.02            0.00          0.01             0.00             0.03               37041.03 
0.02            0.00          0.01             0.00             0.03               37041.06 
0.02            0.00          0.01             0.00             0.03               37041.09 
0.01            0.00          0.01             0.00             0.02               37041.11 
0.02            0.00          0.01             0.00             0.03               37041.14 
0.02            0.00          0.01             0.00             0.03               37041.17 
0.01            0.00          0.00             0.00             0.01               37041.18 
0.01            0.00          0.00             0.00             0.01               37041.19 
0.01            0.00          0.00             0.00             0.01               37041.20 
0.02            0.00          0.00             0.00             0.02               37041.22 
0.01            0.00          0.00             0.00             0.01               37041.23 
0.01            0.00          0.01             0.00             0.02               37041.25 
0.02            0.00          0.01             0.00             0.03               37041.28 
0.02            0.00          0.06             0.00             0.08               37041.36 
0.02            0.00          0.00             0.00             0.02               37041.38 
0.01            0.00          0.00             0.00             0.01               37041.39 
0.01            0.00          0.04             0.00             0.05               37041.44 
0.01            0.00          0.00             0.00             0.01               37041.45 
0.01            0.00          0.00             0.00             0.01               37041.46 
0.01            0.00          0.00             0.00             0.01               37041.47 
0.01            0.00          0.00             0.00             0.01               37041.48 
0.01            0.00          0.44             0.00             0.45               37041.93 
0.02            0.00          0.01             0.00             0.03               37041.96 
0.02            0.00          0.00             0.00             0.02               37041.98 
0.02            0.00          0.00             0.00             0.02               37042.00 
0.01            0.00          0.01             0.00             0.02               37042.02 
0.01            0.00          0.01             0.00             0.02               37042.04 
0.01            0.00          0.00             0.00             0.01               37042.05 
0.01            0.00          0.00             0.00             0.01               37042.06 
0.01            0.00          0.39             0.00             0.40               37042.46 
0.02            0.00          0.01             0.00             0.03               37042.49 
0.01            0.00          0.01             0.00             0.02               37042.51 
0.02            0.00          0.00             0.00             0.02               37042.53 
0.01            0.00          0.00             0.00             0.01               37042.54 
0.02            0.00          0.06             0.00             0.08               37042.62 
0.01            0.00          0.00             0.00             0.01               37042.63 
0.01            0.00          0.00             0.00             0.01               37042.64 
0.01            0.00          0.00             0.00             0.01               37042.65 
0.01            0.00          0.00             0.00             0.01               37042.66 
0.01            0.00          0.00             0.00             0.01               37042.67 
0.01            0.00          0.00             0.00             0.01               37042.68 
0.01            0.00          0.00             0.00             0.01               37042.69 
0.01            0.00          0.01             0.00             0.02               37042.71 
0.02            0.00          0.05             0.00             0.07               37042.78 
0.01            0.00          0.00             0.00             0.01               37042.79 
0.01            0.00          0.00             0.00             0.01               37042.80 
0.01            0.00          0.00             0.00             0.01               37042.81 
0.02            0.00          0.01             0.00             0.03               37042.84 
0.01            0.00          0.43             0.00             0.44               37043.28 
0.02            0.00          0.01             0.00             0.03               37043.31 
0.02            0.00          0.01             0.00             0.03               37043.34 
0.01            0.00          0.00             0.00             0.01               37043.35 
0.02            0.00          0.01             0.00             0.03               37043.38 
0.01            0.00          0.01             0.00             0.02               37043.40 
0.01            0.00          0.00             0.00             0.01               37043.41 
0.01            0.00          0.01             0.00             0.02               37043.43 
0.02            0.00          0.01             0.00             0.03               37043.46 
0.01            0.00          0.01             0.00             0.02               37043.48 
0.01            0.00          0.39             0.00             0.40               37043.88 
0.02            0.00          0.01             0.00             0.03               37043.91 
0.02            0.00          0.00             0.00             0.02               37043.93 
0.01            0.00          0.01             0.00             0.02               37043.95 
0.02            0.00          0.01             0.00             0.03               37043.98 
0.03            0.00          0.06             0.00             0.09               37044.07 
0.02            0.00          0.00             0.00             0.02               37044.09 
0.01            0.00          0.04             0.00             0.05               37044.14 
