Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            1020.09        0.00             0.00             1020.09            21148.24 
1.91            0.00          0.30             0.00             2.21               21150.45 
0.05            0.00          0.06             0.00             0.11               21150.56 
0.02            0.00          0.23             0.00             0.25               21150.81 
0.04            0.00          0.04             0.00             0.08               21150.89 
0.03            0.00          0.04             0.00             0.07               21150.96 
0.02            0.00          0.24             0.00             0.26               21151.22 
0.03            0.00          0.05             0.00             0.08               21151.30 
0.02            0.00          0.23             0.00             0.25               21151.55 
0.03            0.00          0.05             0.00             0.08               21151.63 
0.03            0.00          0.04             0.00             0.07               21151.70 
0.02            0.00          0.23             0.00             0.25               21151.95 
0.02            0.00          0.21             0.00             0.23               21152.18 
0.03            0.00          0.06             0.00             0.09               21152.27 
0.02            0.00          0.22             0.00             0.24               21152.51 
0.02            0.00          0.22             0.00             0.24               21152.75 
0.02            0.00          0.23             0.00             0.25               21153.00 
0.02            0.00          0.26             0.00             0.28               21153.28 
0.03            0.00          0.05             0.00             0.08               21153.36 
0.02            0.00          0.25             0.00             0.27               21153.63 
0.03            0.00          0.05             0.00             0.08               21153.71 
0.04            0.00          0.05             0.00             0.09               21153.80 
0.02            0.00          0.22             0.00             0.24               21154.04 
0.02            0.00          0.23             0.00             0.25               21154.29 
0.03            0.00          0.05             0.00             0.08               21154.37 
0.02            0.00          0.22             0.00             0.24               21154.61 
0.02            0.00          0.22             0.00             0.24               21154.85 
0.03            0.00          0.05             0.00             0.08               21154.93 
0.02            0.00          0.01             0.00             0.03               21154.96 
0.02            0.00          0.04             0.00             0.06               21155.02 
0.02            0.00          0.01             0.00             0.03               21155.05 
0.02            0.00          0.04             0.00             0.06               21155.11 
0.02            0.00          0.00             0.00             0.02               21155.13 
0.02            0.00          0.00             0.00             0.02               21155.15 
0.02            0.00          0.00             0.00             0.02               21155.17 
0.02            0.00          0.00             0.00             0.02               21155.19 
0.02            0.00          0.00             0.00             0.02               21155.21 
0.02            0.00          0.00             0.00             0.02               21155.23 
0.01            0.00          0.00             0.00             0.01               21155.24 
0.02            0.00          0.00             0.00             0.02               21155.26 
0.02            0.00          0.00             0.00             0.02               21155.28 
0.02            0.00          0.00             0.00             0.02               21155.30 
0.02            0.00          0.01             0.00             0.03               21155.33 
0.02            0.00          0.01             0.00             0.03               21155.36 
0.03            0.00          0.01             0.00             0.04               21155.40 
0.02            0.00          0.01             0.00             0.03               21155.43 
0.02            0.00          0.01             0.00             0.03               21155.46 
0.02            0.00          0.01             0.00             0.03               21155.49 
0.02            0.00          0.01             0.00             0.03               21155.52 
0.02            0.00          0.26             0.00             0.28               21155.80 
0.02            0.00          0.20             0.00             0.22               21156.02 
0.02            0.00          0.01             0.00             0.03               21156.05 
0.02            0.00          0.00             0.00             0.02               21156.07 
