Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            2015.91        0.00             0.00             2015.91            52388.27 
3.54            0.00          3.07             0.00             6.61               52394.88 
0.04            0.00          1.41             0.00             1.45               52396.33 
0.03            0.00          1.26             0.00             1.29               52397.62 
0.02            0.00          1.40             0.00             1.42               52399.04 
0.03            0.00          1.40             0.00             1.43               52400.47 
0.03            0.00          1.32             0.00             1.35               52401.82 
0.03            0.00          1.40             0.00             1.43               52403.25 
0.03            0.00          1.39             0.00             1.42               52404.67 
0.02            0.00          1.41             0.00             1.43               52406.10 
0.03            0.00          1.36             0.00             1.39               52407.49 
0.03            0.00          1.39             0.00             1.42               52408.91 
0.03            0.00          1.39             0.00             1.42               52410.33 
0.03            0.00          1.16             0.00             1.19               52411.52 
0.02            0.00          1.39             0.00             1.41               52412.93 
0.03            0.00          1.40             0.00             1.43               52414.36 
0.03            0.00          1.19             0.00             1.22               52415.58 
0.02            0.00          1.07             0.00             1.09               52416.67 
0.02            0.00          1.23             0.00             1.25               52417.92 
0.02            0.00          1.39             0.00             1.41               52419.33 
0.03            0.00          1.41             0.00             1.44               52420.77 
0.03            0.00          1.40             0.00             1.43               52422.20 
0.03            0.00          1.38             0.00             1.41               52423.61 
0.03            0.00          2.90             0.00             2.93               52426.54 
0.03            0.00          1.41             0.00             1.44               52427.98 
0.03            0.00          2.93             0.00             2.96               52430.94 
0.03            0.00          1.15             0.00             1.18               52432.12 
0.02            0.00          1.30             0.00             1.32               52433.44 
0.02            0.00          1.40             0.00             1.42               52434.86 
0.03            0.00          1.39             0.00             1.42               52436.28 
0.03            0.00          1.41             0.00             1.44               52437.72 
0.02            0.00          1.39             0.00             1.41               52439.13 
0.03            0.00          1.40             0.00             1.43               52440.56 
0.03            0.00          1.35             0.00             1.38               52441.94 
0.03            0.00          0.17             0.00             0.20               52442.14 
0.02            0.00          0.14             0.00             0.16               52442.30 
0.02            0.00          0.16             0.00             0.18               52442.48 
0.01            0.00          0.14             0.00             0.15               52442.63 
0.02            0.00          1.30             0.00             1.32               52443.95 
0.02            0.00          0.15             0.00             0.17               52444.12 
0.02            0.00          1.28             0.00             1.30               52445.42 
