Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             16.59             0.00             16.59              252.97   
0.35            0.27             0.00              0.00             0.62               253.59   
0.13            0.24             0.00              0.00             0.37               253.96   
0.13            0.19             0.00              0.00             0.32               254.28   
0.09            0.17             0.00              0.00             0.26               254.54   
0.08            0.13             0.00              0.00             0.21               254.75   
0.05            0.12             0.00              0.00             0.17               254.92   
0.05            0.19             0.00              0.00             0.24               255.16   
0.11            0.19             0.00              0.00             0.30               255.46   
0.09            0.13             0.00              0.00             0.22               255.68   
0.06            0.16             0.00              0.00             0.22               255.90   
0.09            0.13             0.00              0.00             0.22               256.12   
0.05            0.11             0.00              0.00             0.16               256.28   
0.06            0.12             0.00              0.00             0.18               256.46   
0.07            0.12             0.00              0.00             0.19               256.65   
0.04            0.10             0.00              0.00             0.14               256.79   
0.04            0.10             0.00              0.00             0.14               256.93   
0.04            0.15             0.00              0.00             0.19               257.12   
0.09            0.12             0.00              0.00             0.21               257.33   
0.06            0.12             0.00              0.00             0.18               257.51   
0.06            0.10             0.00              0.00             0.16               257.67   
0.04            0.10             0.00              0.00             0.14               257.81   
0.05            0.11             0.00              0.00             0.16               257.97   
0.06            0.11             0.00              0.00             0.17               258.14   
0.05            0.09             0.00              0.00             0.14               258.28   
0.04            0.09             0.00              0.00             0.13               258.41   
0.04            0.06             0.00              0.00             0.10               258.51   
0.03            0.06             0.00              0.00             0.09               258.60   
0.03            0.08             0.00              0.00             0.11               258.71   
0.05            0.08             0.00              0.00             0.13               258.84   
0.06            0.09             0.00              0.00             0.15               258.99   
0.04            0.06             0.00              0.00             0.10               259.09   
0.03            0.06             0.00              0.00             0.09               259.18   
0.03            0.03             0.00              0.00             0.06               259.24   
0.03            0.04             0.00              0.00             0.07               259.31   
0.03            0.04             0.00              0.00             0.07               259.38   
0.03            0.02             0.00              0.00             0.05               259.43   
0.00            0.00             0.00              0.16             0.16               259.59   
