Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             6.31              0.00             6.31               109.30   
0.35            0.22             0.00              0.00             0.57               109.87   
0.14            0.20             0.00              0.00             0.34               110.21   
0.11            0.14             0.00              0.00             0.25               110.46   
0.08            0.13             0.00              0.00             0.21               110.67   
0.07            0.13             0.00              0.00             0.20               110.87   
0.05            0.15             0.00              0.00             0.20               111.07   
0.10            0.13             0.00              0.00             0.23               111.30   
0.08            0.13             0.00              0.00             0.21               111.51   
0.07            0.12             0.00              0.00             0.19               111.70   
0.05            0.10             0.00              0.00             0.15               111.85   
0.06            0.09             0.00              0.00             0.15               112.00   
0.06            0.11             0.00              0.00             0.17               112.17   
0.05            0.11             0.00              0.00             0.16               112.33   
0.07            0.10             0.00              0.00             0.17               112.50   
0.06            0.08             0.00              0.00             0.14               112.64   
0.04            0.09             0.00              0.00             0.13               112.77   
0.06            0.08             0.00              0.00             0.14               112.91   
0.04            0.09             0.00              0.00             0.13               113.04   
0.05            0.08             0.00              0.00             0.13               113.17   
0.04            0.17             0.00              0.00             0.21               113.38   
0.04            0.06             0.00              0.00             0.10               113.48   
0.06            0.04             0.00              0.00             0.10               113.58   
0.04            0.04             0.00              0.00             0.08               113.66   
0.00            0.00             0.00              0.28             0.28               113.94   
