Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             19.66             0.00             19.66              325.35   
0.53            0.31             0.00              0.00             0.84               326.19   
0.18            0.23             0.00              0.00             0.41               326.60   
0.13            0.16             0.00              0.00             0.29               326.89   
0.08            0.15             0.00              0.00             0.23               327.12   
0.08            0.13             0.00              0.00             0.21               327.33   
0.06            0.25             0.00              0.00             0.31               327.64   
0.06            0.17             0.00              0.00             0.23               327.87   
0.10            0.17             0.00              0.00             0.27               328.14   
0.07            0.13             0.00              0.00             0.20               328.34   
0.07            0.14             0.00              0.00             0.21               328.55   
0.07            0.14             0.00              0.00             0.21               328.76   
0.05            0.11             0.00              0.00             0.16               328.92   
0.06            0.09             0.00              0.00             0.15               329.07   
0.04            0.13             0.00              0.00             0.17               329.24   
0.06            0.10             0.00              0.00             0.16               329.40   
0.05            0.10             0.00              0.00             0.15               329.55   
0.05            0.12             0.00              0.00             0.17               329.72   
0.07            0.13             0.00              0.00             0.20               329.92   
0.07            0.10             0.00              0.00             0.17               330.09   
0.06            0.09             0.00              0.00             0.15               330.24   
0.04            0.11             0.00              0.00             0.15               330.39   
0.06            0.10             0.00              0.00             0.16               330.55   
0.04            0.10             0.00              0.00             0.14               330.69   
0.05            0.08             0.00              0.00             0.13               330.82   
0.04            0.12             0.00              0.00             0.16               330.98   
0.05            0.09             0.00              0.00             0.14               331.12   
0.04            0.08             0.00              0.00             0.12               331.24   
0.04            0.07             0.00              0.00             0.11               331.35   
0.05            0.06             0.00              0.00             0.11               331.46   
0.06            0.07             0.00              0.00             0.13               331.59   
0.06            0.08             0.00              0.00             0.14               331.73   
0.10            0.06             0.00              0.00             0.16               331.89   
0.04            0.06             0.00              0.00             0.10               331.99   
0.04            0.07             0.00              0.00             0.11               332.10   
0.06            0.03             0.00              0.00             0.09               332.19   
0.00            0.00             0.00              0.45             0.45               332.64   
