SingleRound,AllRound,WholeTime
0.0452,0.0452,3.9639
0.0360,0.0812,3.9639
0.0579,0.1391,3.9639
0.0592,0.1983,3.9639
0.0576,0.2559,3.9639
0.0640,0.3198,3.9639
0.1115,0.4314,3.9639
0.1164,0.5478,3.9639
0.1187,0.6666,3.9639
