SingleRound,AllRound,WholeTime
0.0410,0.0410,2.7728
0.0284,0.0693,2.7728
0.0265,0.0958,2.7728
0.0372,0.1330,2.7728
0.0281,0.1611,2.7728
0.0367,0.1978,2.7728
0.0328,0.2307,2.7728
0.0241,0.2547,2.7728
0.0825,0.3373,2.7728
