SingleRound,AllRound,WholeTime
0.0328,0.0328,3.1804
0.0248,0.0576,3.1804
0.0242,0.0818,3.1804
0.0278,0.1096,3.1804
0.0253,0.1349,3.1804
0.0234,0.1584,3.1804
0.0463,0.2047,3.1804
0.0947,0.2994,3.1804
