SingleRound,AllRound,WholeTime
0.0447,0.0447,3.2975
0.0502,0.0949,3.2975
0.0489,0.1438,3.2975
0.0420,0.1858,3.2975
0.0232,0.2090,3.2975
0.0227,0.2318,3.2975
0.0798,0.3115,3.2975
0.0475,0.3590,3.2975
0.0644,0.4234,3.2975
