Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            47.55         0.00             0.00             47.55              1111.45  
0.32            0.00          0.08             0.00             0.40               1111.85  
0.05            0.00          0.05             0.00             0.10               1111.95  
0.03            0.00          0.06             0.00             0.09               1112.04  
0.03            0.00          0.05             0.00             0.08               1112.12  
0.03            0.00          0.06             0.00             0.09               1112.21  
0.03            0.00          0.10             0.00             0.13               1112.34  
0.03            0.00          0.06             0.00             0.09               1112.43  
0.03            0.00          0.03             0.00             0.06               1112.49  
0.03            0.00          0.03             0.00             0.06               1112.55  
0.03            0.00          0.03             0.00             0.06               1112.61  
0.03            0.00          0.03             0.00             0.06               1112.67  
0.03            0.00          0.04             0.00             0.07               1112.74  
0.03            0.00          0.03             0.00             0.06               1112.80  
0.03            0.00          0.04             0.00             0.07               1112.87  
0.03            0.00          0.05             0.00             0.08               1112.95  
0.03            0.00          0.03             0.00             0.06               1113.01  
0.03            0.00          0.03             0.00             0.06               1113.07  
0.03            0.00          0.03             0.00             0.06               1113.13  
0.02            0.00          0.03             0.00             0.05               1113.18  
0.03            0.00          0.04             0.00             0.07               1113.25  
0.03            0.00          0.01             0.00             0.04               1113.29  
0.02            0.00          0.03             0.00             0.05               1113.34  
0.03            0.00          0.02             0.00             0.05               1113.39  
0.03            0.00          0.01             0.00             0.04               1113.43  
0.03            0.00          0.01             0.00             0.04               1113.47  
0.03            0.00          0.03             0.00             0.06               1113.53  
0.03            0.00          0.01             0.00             0.04               1113.57  
0.03            0.00          0.02             0.00             0.05               1113.62  
0.03            0.00          0.03             0.00             0.06               1113.68  
0.03            0.00          0.03             0.00             0.06               1113.74  
0.03            0.00          0.01             0.00             0.04               1113.78  
0.03            0.00          0.01             0.00             0.04               1113.82  
0.03            0.00          0.00             0.00             0.03               1113.85  
0.02            0.00          0.00             0.00             0.02               1113.87  
0.03            0.00          0.00             0.00             0.03               1113.90  
0.03            0.00          0.00             0.00             0.03               1113.93  
0.00            0.00          0.00             2.47             2.47               1116.40  
