Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            60.25         0.00             0.00             60.25              1576.88  
0.31            0.00          0.11             0.00             0.42               1577.30  
0.04            0.00          0.06             0.00             0.10               1577.40  
0.04            0.00          0.13             0.00             0.17               1577.57  
0.03            0.00          0.08             0.00             0.11               1577.68  
0.02            0.00          0.05             0.00             0.07               1577.75  
0.02            0.00          0.05             0.00             0.07               1577.82  
0.02            0.00          0.05             0.00             0.07               1577.89  
0.02            0.00          0.07             0.00             0.09               1577.98  
0.02            0.00          0.05             0.00             0.07               1578.05  
0.02            0.00          0.03             0.00             0.05               1578.10  
0.02            0.00          0.04             0.00             0.06               1578.16  
0.02            0.00          0.02             0.00             0.04               1578.20  
0.02            0.00          0.02             0.00             0.04               1578.24  
0.02            0.00          0.04             0.00             0.06               1578.30  
0.02            0.00          0.02             0.00             0.04               1578.34  
0.02            0.00          0.02             0.00             0.04               1578.38  
0.03            0.00          0.04             0.00             0.07               1578.45  
0.02            0.00          0.04             0.00             0.06               1578.51  
0.02            0.00          0.04             0.00             0.06               1578.57  
0.02            0.00          0.04             0.00             0.06               1578.63  
0.02            0.00          0.05             0.00             0.07               1578.70  
0.03            0.00          0.04             0.00             0.07               1578.77  
0.02            0.00          0.06             0.00             0.08               1578.85  
0.03            0.00          0.02             0.00             0.05               1578.90  
0.02            0.00          0.04             0.00             0.06               1578.96  
0.02            0.00          0.02             0.00             0.04               1579.00  
0.02            0.00          0.04             0.00             0.06               1579.06  
0.03            0.00          0.02             0.00             0.05               1579.11  
0.02            0.00          0.04             0.00             0.06               1579.17  
0.02            0.00          0.02             0.00             0.04               1579.21  
0.02            0.00          0.04             0.00             0.06               1579.27  
0.02            0.00          0.01             0.00             0.03               1579.30  
0.02            0.00          0.01             0.00             0.03               1579.33  
0.02            0.00          0.01             0.00             0.03               1579.36  
0.02            0.00          0.03             0.00             0.05               1579.41  
0.02            0.00          0.01             0.00             0.03               1579.44  
0.02            0.00          0.01             0.00             0.03               1579.47  
0.02            0.00          0.01             0.00             0.03               1579.50  
0.02            0.00          0.01             0.00             0.03               1579.53  
0.02            0.00          0.01             0.00             0.03               1579.56  
0.02            0.00          0.01             0.00             0.03               1579.59  
0.02            0.00          0.01             0.00             0.03               1579.62  
0.02            0.00          0.03             0.00             0.05               1579.67  
0.03            0.00          0.03             0.00             0.06               1579.73  
0.02            0.00          0.01             0.00             0.03               1579.76  
0.02            0.00          0.01             0.00             0.03               1579.79  
0.02            0.00          0.01             0.00             0.03               1579.82  
0.02            0.00          0.03             0.00             0.05               1579.87  
0.02            0.00          0.01             0.00             0.03               1579.90  
0.02            0.00          0.03             0.00             0.05               1579.95  
0.02            0.00          0.03             0.00             0.05               1580.00  
0.02            0.00          0.01             0.00             0.03               1580.03  
0.02            0.00          0.01             0.00             0.03               1580.06  
0.09            0.00          0.01             0.00             0.10               1580.16  
0.02            0.00          0.01             0.00             0.03               1580.19  
0.02            0.00          0.00             0.00             0.02               1580.21  
0.02            0.00          0.00             0.00             0.02               1580.23  
0.02            0.00          0.00             0.00             0.02               1580.25  
0.02            0.00          0.00             0.00             0.02               1580.27  
0.02            0.00          0.00             0.00             0.02               1580.29  
0.02            0.00          0.00             0.00             0.02               1580.31  
0.02            0.00          0.00             0.00             0.02               1580.33  
0.02            0.00          0.00             0.00             0.02               1580.35  
0.02            0.00          0.00             0.00             0.02               1580.37  
0.00            0.00          0.00             3.03             3.03               1583.40  
