Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            70.90         0.00             0.00             70.90              2029.65  
0.37            0.00          0.25             0.00             0.62               2030.27  
0.03            0.00          0.12             0.00             0.15               2030.42  
0.02            0.00          0.10             0.00             0.12               2030.54  
0.02            0.00          0.10             0.00             0.12               2030.66  
0.02            0.00          0.15             0.00             0.17               2030.83  
0.02            0.00          0.10             0.00             0.12               2030.95  
0.02            0.00          0.15             0.00             0.17               2031.12  
0.02            0.00          0.10             0.00             0.12               2031.24  
0.02            0.00          0.10             0.00             0.12               2031.36  
0.02            0.00          0.10             0.00             0.12               2031.48  
0.02            0.00          0.16             0.00             0.18               2031.66  
0.02            0.00          0.10             0.00             0.12               2031.78  
0.02            0.00          0.09             0.00             0.11               2031.89  
0.02            0.00          0.04             0.00             0.06               2031.95  
0.02            0.00          0.10             0.00             0.12               2032.07  
0.02            0.00          0.04             0.00             0.06               2032.13  
0.02            0.00          0.04             0.00             0.06               2032.19  
0.02            0.00          0.08             0.00             0.10               2032.29  
0.02            0.00          0.04             0.00             0.06               2032.35  
0.02            0.00          0.04             0.00             0.06               2032.41  
0.01            0.00          0.08             0.00             0.09               2032.50  
0.02            0.00          0.04             0.00             0.06               2032.56  
0.02            0.00          0.08             0.00             0.10               2032.66  
0.02            0.00          0.04             0.00             0.06               2032.72  
0.02            0.00          0.04             0.00             0.06               2032.78  
0.02            0.00          0.09             0.00             0.11               2032.89  
0.02            0.00          0.11             0.00             0.13               2033.02  
0.02            0.00          0.05             0.00             0.07               2033.09  
0.02            0.00          0.04             0.00             0.06               2033.15  
0.02            0.00          0.08             0.00             0.10               2033.25  
0.02            0.00          0.08             0.00             0.10               2033.35  
0.02            0.00          0.09             0.00             0.11               2033.46  
0.02            0.00          0.15             0.00             0.17               2033.63  
0.02            0.00          0.13             0.00             0.15               2033.78  
0.02            0.00          0.08             0.00             0.10               2033.88  
0.02            0.00          0.08             0.00             0.10               2033.98  
0.02            0.00          0.09             0.00             0.11               2034.09  
0.02            0.00          0.08             0.00             0.10               2034.19  
0.02            0.00          0.11             0.00             0.13               2034.32  
0.02            0.00          0.06             0.00             0.08               2034.40  
