Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            192.89        0.00             0.00             192.89             5989.57  
0.53            0.00          0.41             0.00             0.94               5990.51  
0.03            0.00          0.21             0.00             0.24               5990.75  
0.02            0.00          0.20             0.00             0.22               5990.97  
0.02            0.00          0.32             0.00             0.34               5991.31  
0.02            0.00          0.32             0.00             0.34               5991.65  
0.02            0.00          0.19             0.00             0.21               5991.86  
0.02            0.00          0.18             0.00             0.20               5992.06  
0.02            0.00          0.20             0.00             0.22               5992.28  
0.02            0.00          0.19             0.00             0.21               5992.49  
0.02            0.00          0.19             0.00             0.21               5992.70  
0.02            0.00          0.20             0.00             0.22               5992.92  
0.02            0.00          0.17             0.00             0.19               5993.11  
0.02            0.00          0.19             0.00             0.21               5993.32  
0.02            0.00          0.18             0.00             0.20               5993.52  
0.02            0.00          0.34             0.00             0.36               5993.88  
0.02            0.00          0.19             0.00             0.21               5994.09  
0.02            0.00          0.17             0.00             0.19               5994.28  
0.02            0.00          0.06             0.00             0.08               5994.36  
0.01            0.00          0.17             0.00             0.18               5994.54  
0.02            0.00          0.06             0.00             0.08               5994.62  
0.02            0.00          0.06             0.00             0.08               5994.70  
0.01            0.00          0.16             0.00             0.17               5994.87  
0.01            0.00          0.06             0.00             0.07               5994.94  
0.01            0.00          0.06             0.00             0.07               5995.01  
0.02            0.00          0.06             0.00             0.08               5995.09  
0.01            0.00          0.07             0.00             0.08               5995.17  
0.01            0.00          0.20             0.00             0.21               5995.38  
0.02            0.00          0.06             0.00             0.08               5995.46  
0.01            0.00          0.06             0.00             0.07               5995.53  
0.01            0.00          0.06             0.00             0.07               5995.60  
0.02            0.00          0.17             0.00             0.19               5995.79  
0.02            0.00          0.16             0.00             0.18               5995.97  
0.01            0.00          0.05             0.00             0.06               5996.03  
0.02            0.00          0.32             0.00             0.34               5996.37  
0.02            0.00          0.17             0.00             0.19               5996.56  
0.02            0.00          0.16             0.00             0.18               5996.74  
0.02            0.00          0.17             0.00             0.19               5996.93  
0.01            0.00          0.17             0.00             0.18               5997.11  
0.02            0.00          0.17             0.00             0.19               5997.30  
0.01            0.00          0.17             0.00             0.18               5997.48  
0.02            0.00          0.30             0.00             0.32               5997.80  
0.02            0.00          0.15             0.00             0.17               5997.97  
0.02            0.00          0.16             0.00             0.18               5998.15  
0.03            0.00          0.17             0.00             0.20               5998.35  
0.02            0.00          0.15             0.00             0.17               5998.52  
0.01            0.00          0.17             0.00             0.18               5998.70  
0.02            0.00          0.15             0.00             0.17               5998.87  
0.01            0.00          0.17             0.00             0.18               5999.05  
0.02            0.00          0.17             0.00             0.19               5999.24  
0.01            0.00          0.17             0.00             0.18               5999.42  
0.02            0.00          0.31             0.00             0.33               5999.75  
0.02            0.00          0.17             0.00             0.19               5999.94  
0.01            0.00          0.16             0.00             0.17               6000.11  
0.02            0.00          0.17             0.00             0.19               6000.30  
0.01            0.00          0.15             0.00             0.16               6000.46  
0.01            0.00          0.17             0.00             0.18               6000.64  
0.02            0.00          0.06             0.00             0.08               6000.72  
0.01            0.00          0.06             0.00             0.07               6000.79  
0.01            0.00          0.18             0.00             0.19               6000.98  
0.01            0.00          0.06             0.00             0.07               6001.05  
0.01            0.00          0.06             0.00             0.07               6001.12  
0.01            0.00          0.06             0.00             0.07               6001.19  
0.01            0.00          0.06             0.00             0.07               6001.26  
0.01            0.00          0.06             0.00             0.07               6001.33  
0.01            0.00          0.17             0.00             0.18               6001.51  
0.02            0.00          0.06             0.00             0.08               6001.59  
0.02            0.00          0.06             0.00             0.08               6001.67  
0.01            0.00          0.19             0.00             0.20               6001.87  
0.02            0.00          0.06             0.00             0.08               6001.95  
0.01            0.00          0.06             0.00             0.07               6002.02  
0.01            0.00          0.06             0.00             0.07               6002.09  
0.01            0.00          0.06             0.00             0.07               6002.16  
0.01            0.00          0.06             0.00             0.07               6002.23  
0.01            0.00          0.06             0.00             0.07               6002.30  
0.01            0.00          0.19             0.00             0.20               6002.50  
0.02            0.00          0.07             0.00             0.09               6002.59  
0.01            0.00          0.06             0.00             0.07               6002.66  
0.02            0.00          0.06             0.00             0.08               6002.74  
0.01            0.00          0.06             0.00             0.07               6002.81  
0.01            0.00          0.18             0.00             0.19               6003.00  
0.02            0.00          0.19             0.00             0.21               6003.21  
0.01            0.00          0.06             0.00             0.07               6003.28  
0.02            0.00          0.06             0.00             0.08               6003.36  
0.01            0.00          0.06             0.00             0.07               6003.43  
0.02            0.00          0.17             0.00             0.19               6003.62  
0.02            0.00          0.06             0.00             0.08               6003.70  
0.01            0.00          0.07             0.00             0.08               6003.78  
0.02            0.00          0.19             0.00             0.21               6003.99  
0.02            0.00          0.18             0.00             0.20               6004.19  
0.02            0.00          0.06             0.00             0.08               6004.27  
0.01            0.00          0.36             0.00             0.37               6004.64  
0.02            0.00          0.21             0.00             0.23               6004.87  
0.03            0.00          0.05             0.00             0.08               6004.95  
0.01            0.00          0.05             0.00             0.06               6005.01  
0.01            0.00          0.05             0.00             0.06               6005.07  
0.01            0.00          0.16             0.00             0.17               6005.24  
0.02            0.00          0.17             0.00             0.19               6005.43  
0.01            0.00          0.05             0.00             0.06               6005.49  
0.02            0.00          0.04             0.00             0.06               6005.55  
0.01            0.00          0.04             0.00             0.05               6005.60  
0.01            0.00          0.07             0.00             0.08               6005.68  
0.01            0.00          0.04             0.00             0.05               6005.73  
0.01            0.00          0.06             0.00             0.07               6005.80  
0.01            0.00          0.06             0.00             0.07               6005.87  
0.01            0.00          0.17             0.00             0.18               6006.05  
0.01            0.00          0.15             0.00             0.16               6006.21  
0.01            0.00          0.06             0.00             0.07               6006.28  
0.01            0.00          0.06             0.00             0.07               6006.35  
0.01            0.00          0.06             0.00             0.07               6006.42  
0.02            0.00          0.04             0.00             0.06               6006.48  
0.01            0.00          0.04             0.00             0.05               6006.53  
0.01            0.00          0.04             0.00             0.05               6006.58  
0.02            0.00          0.04             0.00             0.06               6006.64  
0.01            0.00          0.04             0.00             0.05               6006.69  
0.02            0.00          0.06             0.00             0.08               6006.77  
0.01            0.00          0.04             0.00             0.05               6006.82  
0.01            0.00          0.04             0.00             0.05               6006.87  
0.01            0.00          0.17             0.00             0.18               6007.05  
0.01            0.00          0.06             0.00             0.07               6007.12  
0.01            0.00          0.16             0.00             0.17               6007.29  
0.01            0.00          0.05             0.00             0.06               6007.35  
0.02            0.00          0.06             0.00             0.08               6007.43  
0.01            0.00          0.19             0.00             0.20               6007.63  
0.01            0.00          0.06             0.00             0.07               6007.70  
0.01            0.00          0.04             0.00             0.05               6007.75  
0.01            0.00          0.04             0.00             0.05               6007.80  
0.01            0.00          0.04             0.00             0.05               6007.85  
0.01            0.00          0.04             0.00             0.05               6007.90  
