Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            5.43          0.00             0.00             5.43               128.50   
0.10            0.00          0.06             0.00             0.16               128.66   
0.02            0.00          0.03             0.00             0.05               128.71   
0.02            0.00          0.03             0.00             0.05               128.76   
0.02            0.00          0.02             0.00             0.04               128.80   
0.02            0.00          0.02             0.00             0.04               128.84   
0.02            0.00          0.03             0.00             0.05               128.89   
0.02            0.00          0.02             0.00             0.04               128.93   
0.02            0.00          0.02             0.00             0.04               128.97   
0.02            0.00          0.00             0.00             0.02               128.99   
0.02            0.00          0.00             0.00             0.02               129.01   
0.02            0.00          0.00             0.00             0.02               129.03   
0.02            0.00          0.00             0.00             0.02               129.05   
0.02            0.00          0.00             0.00             0.02               129.07   
0.02            0.00          0.00             0.00             0.02               129.09   
0.02            0.00          0.00             0.00             0.02               129.11   
0.02            0.00          0.00             0.00             0.02               129.13   
0.02            0.00          0.00             0.00             0.02               129.15   
0.02            0.00          0.00             0.00             0.02               129.17   
0.02            0.00          0.00             0.00             0.02               129.19   
0.02            0.00          0.00             0.00             0.02               129.21   
0.00            0.00          0.00             1.40             1.40               130.61   
