Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            8.45          0.00             0.00             8.45               221.15   
0.14            0.00          0.08             0.00             0.22               221.37   
0.03            0.00          0.02             0.00             0.05               221.42   
0.02            0.00          0.02             0.00             0.04               221.46   
0.02            0.00          0.05             0.00             0.07               221.53   
0.02            0.00          0.02             0.00             0.04               221.57   
0.02            0.00          0.02             0.00             0.04               221.61   
0.02            0.00          0.05             0.00             0.07               221.68   
0.02            0.00          0.02             0.00             0.04               221.72   
0.02            0.00          0.05             0.00             0.07               221.79   
0.02            0.00          0.02             0.00             0.04               221.83   
0.02            0.00          0.02             0.00             0.04               221.87   
0.02            0.00          0.00             0.00             0.02               221.89   
0.02            0.00          0.00             0.00             0.02               221.91   
0.02            0.00          0.00             0.00             0.02               221.93   
0.02            0.00          0.00             0.00             0.02               221.95   
0.02            0.00          0.00             0.00             0.02               221.97   
0.02            0.00          0.00             0.00             0.02               221.99   
0.02            0.00          0.00             0.00             0.02               222.01   
0.01            0.00          0.00             0.00             0.01               222.02   
0.02            0.00          0.00             0.00             0.02               222.04   
0.02            0.00          0.00             0.00             0.02               222.06   
0.02            0.00          0.00             0.00             0.02               222.08   
0.02            0.00          0.00             0.00             0.02               222.10   
0.02            0.00          0.00             0.00             0.02               222.12   
0.02            0.00          0.00             0.00             0.02               222.14   
0.02            0.00          0.00             0.00             0.02               222.16   
0.02            0.00          0.00             0.00             0.02               222.18   
0.01            0.00          0.00             0.00             0.01               222.19   
0.02            0.00          0.00             0.00             0.02               222.21   
0.02            0.00          0.00             0.00             0.02               222.23   
0.02            0.00          0.00             0.00             0.02               222.25   
0.04            0.00          0.00             0.00             0.04               222.29   
0.00            0.00          0.00             1.51             1.51               223.80   
